"city","state_id","lat","lng","population"
"River Road","WA","48.0677","-123.1276",""
"Duvall","WA","47.7354","-121.9726","7701"
"Marcus","WA","48.6643","-118.0600","187"
"Seattle Heights","WA","47.8104","-122.3240",""
"Strandell","WA","48.9121","-122.3582",""
"Key Center","WA","47.3376","-122.7506",""
"Grand Mound","WA","46.8051","-123.0119",""
"Taholah","WA","47.3283","-124.2728",""
"Port Blakely","WA","47.5973","-122.5101",""
"Malone","WA","46.9779","-123.3035",""
"Boston Harbor","WA","47.1384","-122.9010",""
"Rainier","WA","46.8917","-122.6866","2011"
"Menlo","WA","46.6215","-123.6471",""
"Azwell","WA","47.9371","-119.8765",""
"Glendale","WA","47.9395","-122.3585",""
"Monroe","WA","47.8594","-121.9854","18408"
"Sawyer","WA","46.4565","-120.3614",""
"Clarkston","WA","46.4154","-117.0501","7341"
"Spanaway","WA","47.0979","-122.4233",""
"Gig Harbor","WA","47.3350","-122.5966","9110"
"Big Lake","WA","48.3933","-122.2422",""
"Smyrna","WA","46.8393","-119.6623",""
"Carlton","WA","48.2482","-120.1162",""
"Monitor","WA","47.4868","-120.4181",""
"Des Moines","WA","47.3914","-122.3154","31172"
"Carlisle","WA","47.1548","-124.0985",""
"Metaline Falls","WA","48.8616","-117.3707","242"
"Breidablick","WA","47.8020","-122.6493",""
"Snohomish","WA","47.9277","-122.0971","9915"
"Richland","WA","46.2828","-119.2939","54989"
"Parkland","WA","47.1417","-122.4376",""
"Veradale","WA","47.6568","-117.1963",""
"Kummer","WA","47.2868","-122.0212",""
"Woodland","WA","45.9147","-122.7503","6333.0"
"Washougal","WA","45.5812","-122.3433","15466"
"Boyds","WA","48.7244","-118.1322",""
"Bonney Lake","WA","47.1789","-122.1698","20310"
"South Prairie","WA","47.1373","-122.0940","435"
"Larimers Corner","WA","47.8918","-122.1446",""
"Porter","WA","46.9489","-123.2736",""
"Lisabeula","WA","47.4073","-122.5176",""
"Saint John","WA","47.0912","-117.5883","558"
"Spokane Valley","WA","47.6625","-117.2345","96340"
"Bellevue","WA","47.5953","-122.1550","141400"
"Custer","WA","48.9143","-122.6397",""
"Orcas","WA","48.5979","-122.9446",""
"Diablo","WA","48.7135","-121.1412",""
"Christopher","WA","47.3340","-122.2321",""
"Midvale Corner","WA","47.9926","-122.4176",""
"Marysville","WA","48.0812","-122.1559","163547.0"
"Newcastle","WA","47.5304","-122.1633","11567"
"North Bend","WA","47.4899","-121.7741","6739"
"Three Lakes","WA","47.9420","-121.9924",""
"Kendall","WA","48.9167","-122.1381",""
"Kanaskat","WA","47.3204","-121.8937",""
"Wilbur","WA","47.7579","-118.7144","835"
"Enumclaw","WA","47.2018","-121.9898","11654"
"Nile","WA","46.8368","-120.9455",""
"Alderwood Manor","WA","47.8145","-122.2676",""
"Clarkston Heights","WA","46.3963","-117.0824",""
"Pacific Beach","WA","47.2150","-124.1967",""
"Napavine","WA","46.5856","-122.9043","1868"
"Hatton","WA","46.7736","-118.8276","100"
"Shelton","WA","47.2186","-123.1128","18981.0"
"Chimacum","WA","48.0109","-122.7688",""
"Naselle","WA","46.3650","-123.8013",""
"Grotto","WA","47.7362","-121.4234",""
"Bellingham","WA","48.7534","-122.4683","123933.0"
"Castle Rock","WA","46.2717","-122.9056","2805.0"
"Pine City","WA","47.2024","-117.5244",""
"Nooksack","WA","48.9276","-122.3213","1525"
"Elma","WA","47.0070","-123.4049","3053"
"Kenmore","WA","47.7531","-122.2460","22357"
"Ellensburg","WA","47.0010","-120.5491","22847.0"
"Belmont","WA","47.0879","-117.1624",""
"DuPont","WA","47.1079","-122.6496","9497"
"Long Beach","WA","46.3555","-124.0557","1389"
"Seabeck","WA","47.6437","-122.8219",""
"Granite Falls","WA","48.0874","-121.9705","6421.0"
"Tonasket","WA","48.7087","-119.4431","1013"
"Otis Orchards","WA","47.7005","-117.1063",""
"Milton","WA","47.2522","-122.3153","7970"
"West Pasco","WA","46.2522","-119.1842",""
"Badger","WA","46.2001","-119.3595",""
"Lamont","WA","47.2003","-117.9050","73"
"Ravensdale","WA","47.3563","-121.9692",""
"Rollingbay","WA","47.6645","-122.5101",""
"Rocky Point","WA","47.5877","-122.6665",""
"Garrett","WA","46.0634","-118.3863",""
"Grayland","WA","46.8304","-124.0898",""
"Gilberton","WA","47.6390","-122.6049",""
"Withrow","WA","47.7049","-119.8087",""
"Stanwood","WA","48.2450","-122.3427","7073.0"
"Sudden Valley","WA","48.7199","-122.3468",""
"Meridian","WA","47.6695","-122.3304",""
"Aberdeen Gardens","WA","47.0587","-123.7792",""
"Possession","WA","47.9176","-122.3762",""
"Benton City","WA","46.2624","-119.4814","4464.0"
"Bickleton","WA","46.0056","-120.3080",""
"Elmer City","WA","48.0000","-118.9528","239"
"Doty","WA","46.6345","-123.2776",""
"East Wenatchee","WA","47.4172","-120.2809","13968"
"Newman Lake","WA","47.7768","-117.0949",""
"Freeland","WA","48.0185","-122.5358",""
"Indianola","WA","47.7566","-122.5143",""
"Cowiche","WA","46.6729","-120.7154",""
"Husum","WA","45.7993","-121.4870",""
"Pataha","WA","46.4732","-117.5366",""
"Lamona","WA","47.3593","-118.4825",""
"Skokomish","WA","47.3298","-123.1579",""
"Vaughn","WA","47.3550","-122.7773",""
"Ruby","WA","48.5221","-117.2991",""
"Bryant","WA","48.2400","-122.1638",""
"Coalfield","WA","47.5026","-122.1218",""
"Swede Heaven","WA","48.2826","-121.7133",""
"Spokane","WA","47.6671","-117.4330","400936.0"
"Brady","WA","47.0064","-123.5321",""
"Spring Glen","WA","47.5612","-121.8615",""
"Hoodsport","WA","47.4020","-123.1542",""
"Leavenworth","WA","47.5943","-120.6633","3330.0"
"Tanglewilde","WA","47.0511","-122.7810",""
"Bow","WA","48.5618","-122.3982",""
"Carlsborg","WA","48.0842","-123.1697",""
"North Lynnwood","WA","47.8534","-122.2762",""
"Cedar Falls","WA","47.4254","-121.7768",""
"Chelan","WA","47.8414","-120.0260","6023.0"
"Wilson Creek","WA","47.4229","-119.1176","210"
"Latah","WA","47.2820","-117.1554","187"
"Brownsville","WA","47.6557","-122.6165",""
"Amber","WA","47.3518","-117.7116",""
"Zenith","WA","47.3865","-122.3232",""
"Goodnoe Hills","WA","45.7512","-120.4803",""
"Camas","WA","45.6006","-122.4301","22449"
"Olalla","WA","47.4293","-122.5457",""
"Basin City","WA","46.5890","-119.1567",""
"Blaine","WA","48.9839","-122.7406","5164"
"Oroville","WA","48.9421","-119.4293","1677"
"Orchards","WA","45.6888","-122.5305",""
"Union Gap","WA","46.5569","-120.4937","6110"
"Mead","WA","47.7795","-117.3500",""
"Manzanita","WA","47.6762","-122.5596",""
"Pasco","WA","46.2499","-119.1271","70579"
"Touchet","WA","46.0411","-118.6724",""
"Pe Ell","WA","46.5712","-123.2981","643"
"Sappho","WA","48.0701","-124.2794",""
"Hunters","WA","48.1168","-118.2019",""
"Gleed","WA","46.6594","-120.6025",""
"Fairfield","WA","47.3848","-117.1748","605"
"Torboy","WA","48.6772","-118.6689",""
"Cashmere","WA","47.5174","-120.4669","4878.0"
"Willapa","WA","46.6755","-123.6648",""
"Issaquah","WA","47.5414","-122.0436","37322"
"Toppenish","WA","46.3807","-120.3125","14550.0"
"Finley","WA","46.1697","-119.0446",""
"Darrington","WA","48.2542","-121.6029","1385"
"Picnic Point","WA","47.8744","-122.3077",""
"Aeneas","WA","48.5474","-118.9786",""
"Cedarhurst","WA","47.4820","-122.4793",""
"Four Lakes","WA","47.5582","-117.5891",""
"Dayton","WA","46.3171","-117.9768","2576.0"
"Port Madison","WA","47.7026","-122.5243",""
"Orting","WA","47.0967","-122.2113","7693"
"Wheeler","WA","47.1307","-119.1720",""
"Fircrest","WA","47.2308","-122.5157","6780"
"Lebam","WA","46.5641","-123.5510",""
"Marrowstone","WA","48.0568","-122.6933",""
"North Puyallup","WA","47.2015","-122.2744",""
"Five Corners","WA","45.6882","-122.5740",""
"Graham","WA","47.0407","-122.2757",""
"Longview Heights","WA","46.1797","-122.9578",""
"Hobart","WA","47.4120","-121.9960",""
"Point Roberts","WA","48.9883","-123.0576",""
"Town and Country","WA","47.7259","-117.4221",""
"Lake Hills","WA","47.6134","-122.1215",""
"Rosedale","WA","47.3453","-122.6376",""
"Irondale","WA","48.0420","-122.7727",""
"Dishman","WA","47.6568","-117.2833",""
"Bayview","WA","47.2795","-122.6057",""
"Conconully","WA","48.5575","-119.7513","213"
"Entiat","WA","47.6781","-120.2171","1208"
"Lochsloy","WA","48.0597","-122.0411",""
"Brinnon","WA","47.6688","-122.9250",""
"Seahurst","WA","47.4693","-122.3621",""
"Dixie","WA","46.1392","-118.1480",""
"Eastgate","WA","47.5727","-122.1458",""
"Blockhouse","WA","45.8396","-120.9376",""
"Buena","WA","46.4299","-120.3176",""
"Grapeview","WA","47.3316","-122.8413",""
"Startup","WA","47.8671","-121.7491",""
"Hayford","WA","47.6063","-117.5638",""
"Westport","WA","46.8919","-124.1120","2035"
"Southworth","WA","47.5126","-122.5298",""
"Twisp","WA","48.3615","-120.1165","952"
"Milan","WA","47.9668","-117.3316",""
"Ritzville","WA","47.1259","-118.3821","1626"
"Lake Goodwin","WA","48.1388","-122.2804",""
"McMurray","WA","48.3162","-122.2354",""
"Portage","WA","47.4073","-122.4376",""
"Lake Bosworth","WA","48.0532","-121.9812",""
"Fords Prairie","WA","46.7461","-123.0028",""
"Carson","WA","45.7353","-121.8219",""
"Mount Vista","WA","45.7373","-122.6315",""
"Vancouver","WA","45.6352","-122.5972","174826"
"Chelan Falls","WA","47.7995","-119.9883",""
"Espanola","WA","47.6032","-117.7416",""
"Battle Ground","WA","45.7763","-122.5415","20110"
"Summitview","WA","46.5980","-120.6514",""
"Geneva","WA","48.7462","-122.4063",""
"Queets","WA","47.5314","-124.3386",""
"Wollochet","WA","47.2827","-122.5769",""
"College Place","WA","46.0430","-118.3869","9142"
"Garfield","WA","47.0099","-117.1395","611"
"Ruff","WA","47.1696","-118.9983",""
"Bell Hill","WA","48.0550","-123.0870",""
"Glenwood","WA","46.0228","-121.2926",""
"Riverbend","WA","47.4651","-121.7491",""
"Samish","WA","48.6109","-122.4357",""
"Trout Lake","WA","45.9976","-121.5291",""
"Mount Vernon","WA","48.4203","-122.3114","68613.0"
"Ferndale","WA","48.8525","-122.5893","13403"
"Hansville","WA","47.8978","-122.5579",""
"Wickersham","WA","48.6551","-122.2129",""
"White Salmon","WA","45.7284","-121.4853","2473"
"Oysterville","WA","46.5490","-124.0282",""
"Aberdeen","WA","46.9768","-123.8083","28863.0"
"Melbourne","WA","46.9454","-123.6260",""
"Plymouth","WA","45.9346","-119.3503",""
"Winlock","WA","46.4907","-122.9342","1337"
"Satsop","WA","47.0223","-123.4737",""
"Merritt","WA","47.7810","-120.8432",""
"Peshastin","WA","47.5707","-120.6040",""
"Marble","WA","48.8491","-117.9017",""
"South Snohomish","WA","47.8990","-122.1090",""
"Richmond Highlands","WA","47.7612","-122.3462",""
"Goldendale","WA","45.8214","-120.8191","3369.0"
"Nisqually","WA","47.0565","-122.7012",""
"Tillicum","WA","47.1234","-122.5571",""
"Anatone","WA","46.1349","-117.1324",""
"Tulalip","WA","48.0684","-122.2918",""
"Orient","WA","48.8637","-118.2059",""
"Dieringer","WA","47.2407","-122.2251",""
"Frederickson","WA","47.0914","-122.3594",""
"Keller","WA","48.0851","-118.7162",""
"Marblemount","WA","48.5379","-121.4346",""
"Turner","WA","46.4124","-117.8547",""
"Everett","WA","47.9524","-122.1672","109043"
"Burien","WA","47.4761","-122.3393","50997"
"Riner","VA","37.0675","-80.4405",""
"Powhatan","VA","37.5427","-77.9267",""
"Natural Bridge","VA","37.6301","-79.5431",""
"Chamberlayne Heights","VA","37.6274","-77.4322",""
"Manassas Park","VA","38.7717","-77.4448","15915"
"McClure","VA","37.1026","-82.3763",""
"Brownsburg","VA","37.9285","-79.3192",""
"Burgess","VA","37.8832","-76.3477",""
"Lake Barcroft","VA","38.8514","-77.1579",""
"Clover","VA","36.8390","-78.7284",""
"Columbia","VA","37.7533","-78.1638","80"
"Verona","VA","38.1939","-79.0087",""
"Fairfax","VA","38.8531","-77.2998","24164"
"Falmouth","VA","38.3319","-77.4655",""
"Scottsburg","VA","36.7588","-78.7914","131"
"Ashburn","VA","39.0302","-77.4712",""
"Big Stone Gap","VA","36.8615","-82.7774","7885.0"
"Gwynn","VA","37.4984","-76.2883",""
"Jewell Valley","VA","37.2473","-81.8015",""
"Waynesboro","VA","38.0673","-78.9012","21887"
"University Heights","VA","38.0410","-78.5222",""
"Batesville","VA","37.9957","-78.7222",""
"Whitetop","VA","36.6015","-81.6257",""
"Nellysford","VA","37.9130","-78.8828",""
"Montrose","VA","37.5199","-77.3771",""
"Lexington","VA","37.7825","-79.4440","8765.0"
"Clinchco","VA","37.1598","-82.3564","312"
"Dante","VA","36.9791","-82.2961",""
"Ivor","VA","36.9052","-76.8978","327"
"Montross","VA","38.0941","-76.8229","389"
"Wintergreen","VA","37.9161","-78.9382",""
"Vesta","VA","36.7168","-80.3578",""
"Henry","VA","36.8293","-79.9917",""
"Jonesville","VA","36.6871","-83.1152","956"
"Evington","VA","37.2338","-79.2895",""
"Duffield","VA","36.7196","-82.7962","85"
"McKenney","VA","36.9853","-77.7219","482"
"Fancy Gap","VA","36.6771","-80.6997",""
"Goshen","VA","37.9906","-79.5071","354"
"Onley","VA","37.6917","-75.7182","513"
"Exmore","VA","37.5295","-75.8283","1442"
"Schuyler","VA","37.7939","-78.7002",""
"Kenbridge","VA","36.9608","-78.1283","1221"
"Penhook","VA","36.9905","-79.6318",""
"Mollusk","VA","37.7301","-76.5380",""
"Toga","VA","37.4940","-78.6333",""
"Laurel Park","VA","36.6871","-79.7872",""
"Bayside","VA","37.7547","-75.7129",""
"Lignum","VA","38.4160","-77.8267",""
"Winchester","VA","39.1734","-78.1745","72928.0"
"Lebanon","VA","36.8992","-82.0783","3237.0"
"Tysons","VA","38.9187","-77.2311",""
"Mappsburg","VA","37.5760","-75.7593",""
"Orange","VA","38.2484","-78.1125","5179.0"
"Midlothian","VA","37.5060","-77.6492",""
"Calverton","VA","38.6355","-77.6661",""
"Fulks Run","VA","38.6601","-78.9061",""
"Amelia Court House","VA","37.3366","-77.9882",""
"Boydton","VA","36.6660","-78.3908","416"
"Konnarock","VA","36.6660","-81.6382",""
"Kilmarnock","VA","37.7118","-76.3834","1438"
"Crockett","VA","36.8862","-81.1920",""
"Buckingham","VA","37.5501","-78.5556",""
"Hamilton","VA","39.1350","-77.6641","625"
"Broadlands","VA","39.0169","-77.5166",""
"Mineral","VA","38.0068","-77.9061","492"
"Apple Grove","VA","37.8929","-77.8969",""
"Susan","VA","37.3660","-76.3136",""
"Free Union","VA","38.1539","-78.5595",""
"Keokee","VA","36.8622","-82.9161",""
"Cleveland","VA","36.9434","-82.1527","184"
"Fairfax Station","VA","38.7942","-77.3358",""
"Bensley","VA","37.4469","-77.4420",""
"Lebanon Church","VA","39.0551","-78.3681",""
"Brumley Gap","VA","36.8021","-82.0268",""
"Patrick Springs","VA","36.6344","-80.1985",""
"Wachapreague","VA","37.6062","-75.6897","230"
"Spencer","VA","36.6199","-80.0073",""
"Gressitt","VA","37.4874","-76.7077",""
"Commonwealth","VA","38.0749","-78.4872",""
"Oak Level","VA","36.7944","-79.9392",""
"Adwolf","VA","36.7929","-81.5927",""
"Cana","VA","36.5815","-80.6688",""
"Haynesville","VA","37.9501","-76.6625",""
"Jarratt","VA","36.8160","-77.4689","614"
"Strasburg","VA","38.9944","-78.3541","7218.0"
"Charles City","VA","37.3440","-77.0687",""
"Rose Hill Farms","VA","38.7776","-77.1130",""
"Radford","VA","37.1229","-80.5583","17483"
"Savageville","VA","37.6826","-75.7591",""
"Emory","VA","36.7800","-81.8280",""
"Cartersville","VA","37.6674","-78.0883",""
"Apple Mountain Lake","VA","38.9231","-78.1033",""
"Richmond","VA","37.5294","-77.4755","1041877.0"
"Barracks","VA","38.0576","-78.5133",""
"Alberta","VA","36.8553","-77.8937","283"
"Luray","VA","38.6653","-78.4545","4692.0"
"Middleburg","VA","38.9716","-77.7427","828"
"Centreville","VA","38.8391","-77.4388",""
"Sherando","VA","37.9889","-78.9442",""
"Drakes Branch","VA","36.9933","-78.6010","511"
"Wicomico Church","VA","37.8151","-76.3777",""
"Short Pump","VA","37.6549","-77.6201",""
"Fairview Beach","VA","38.3282","-77.2423",""
"Lunenburg","VA","36.9585","-78.2683",""
"Mustoe","VA","38.3237","-79.6403",""
"Chilhowie","VA","36.8010","-81.6835","1721"
"Newington","VA","38.7358","-77.1993",""
"Greenbush","VA","37.7398","-75.6797",""
"Glen Lyn","VA","37.3730","-80.8576","118"
"Ridgeway","VA","36.5781","-79.8583","697"
"Gargatha","VA","37.7905","-75.5819",""
"Massanutten","VA","38.4115","-78.7269",""
"Rustburg","VA","37.2712","-79.0961",""
"Providence Forge","VA","37.4418","-77.0436",""
"Boykins","VA","36.5778","-77.1989","542"
"Lee Mont","VA","37.7799","-75.6802",""
"Monterey","VA","38.4116","-79.5809","136"
"Dungannon","VA","36.8284","-82.4683","310"
"Wilderness","VA","38.3257","-77.7258",""
"Allisonia","VA","36.9342","-80.7255",""
"Rose Hill","VA","36.6670","-83.3753",""
"Bowling Green","VA","38.0533","-77.3473","1167"
"Mappsville","VA","37.8433","-75.5689",""
"Mountain Road","VA","36.7585","-78.9890",""
"Virginia Beach","VA","36.7335","-76.0435","1487505.0"
"Toms Brook","VA","38.9469","-78.4397","262"
"Boston","VA","37.6039","-75.8437",""
"Elliston","VA","37.2164","-80.2245",""
"Gordonsville","VA","38.1362","-78.1877","1583"
"Montvale","VA","37.3866","-79.7253",""
"Mount Hermon","VA","36.6716","-79.4196",""
"Occoquan","VA","38.6823","-77.2604","1061"
"Craigsville","VA","38.0842","-79.3842","935"
"Herndon","VA","38.9699","-77.3867","24393"
"Troutville","VA","37.4167","-79.8779","431"
"Greenbackville","VA","38.0105","-75.3869",""
"Zuni","VA","36.8660","-76.8308",""
"Manakin","VA","37.6015","-77.7022",""
"McDowell","VA","38.3357","-79.4906",""
"Glasgow","VA","37.6346","-79.4514","1116"
"Hayfield","VA","38.7534","-77.1320",""
"Timberville","VA","38.6341","-78.7729","2640"
"Jetersville","VA","37.2943","-78.0942",""
"Countryside","VA","39.0517","-77.4125",""
"Mount Crawford","VA","38.3601","-78.9413","452"
"Woolwine","VA","36.7899","-80.2773",""
"Eagle Rock","VA","37.6407","-79.8012",""
"Crystal Hill","VA","36.8557","-78.9089",""
"Stonega","VA","36.9532","-82.7913",""
"Edgerton","VA","36.7790","-77.7775",""
"Arrington","VA","37.6744","-78.8929",""
"Carrollton","VA","36.9394","-76.5264",""
"Gore","VA","39.2640","-78.3319",""
"Acorn","VA","38.0193","-76.6491",""
"Bastian","VA","37.1521","-81.1501",""
"Stafford","VA","38.4221","-77.4083",""
"Hanover","VA","37.7668","-77.3706",""
"Woodlake","VA","37.4216","-77.6783",""
"Fort Mitchell","VA","36.9182","-78.4861",""
"Augusta Springs","VA","38.1080","-79.3352",""
"Chesapeake","VA","36.6778","-76.3024","237940"
"Metompkin","VA","37.7671","-75.6054",""
"Maurertown","VA","38.9325","-78.4615",""
"Tappahannock","VA","37.9185","-76.8665","2545.0"
"Yale","VA","36.8457","-77.2875",""
"New Baltimore","VA","38.7495","-77.7151",""
"Syria","VA","38.4879","-78.3261",""
"Idylwood","VA","38.8896","-77.2056",""
"Urbanna","VA","37.6395","-76.5747","470"
"Haysi","VA","37.2150","-82.2931","474"
"Virgilina","VA","36.5463","-78.7755","142"
"Mouth of Wilson","VA","36.5896","-81.3365",""
"Round Hill","VA","39.1319","-77.7681","659"
"Williamsville","VA","38.1948","-79.5709",""
"Whitesville","VA","37.7816","-75.6636",""
"Catlett","VA","38.6540","-77.6370",""
"Ebony","VA","36.5760","-77.9840",""
"Coeburn","VA","36.9451","-82.4690","2951.0"
"Bassett","VA","36.7615","-79.9865",""
"Purcellville","VA","39.1378","-77.7109","14645.0"
"Arlington","VA","38.8786","-77.1011",""
"Blackstone","VA","37.0821","-78.0029","3081.0"
"New River","VA","37.1408","-80.5929",""
"Twin Lakes","VA","38.2504","-78.4417",""
"Stanleytown","VA","36.7512","-79.9521",""
"Appalachia","VA","36.9096","-82.7881","1654"
"Heathsville","VA","37.9200","-76.4785",""
"Covington","VA","37.7786","-79.9868","7804.0"
"Amonate","VA","37.1909","-81.6387",""
"Charlottesville","VA","38.0374","-78.4856","99664.0"
"Rural Retreat","VA","36.9010","-81.2764","1480"
"Vansant","VA","37.2359","-82.0960",""
"Smithfield","VA","36.9753","-76.6162","10652.0"
"Lake Monticello","VA","37.9210","-78.3295",""
"Villa Heights","VA","36.6981","-79.8994",""
"West Springfield","VA","38.7771","-77.2268",""
"Waverly","VA","37.0340","-77.0956","2050"
"Abbott","VA","37.4293","-80.1395",""
"Burkeville","VA","37.1879","-78.2012","406"
"Wallace","VA","36.6529","-82.1279",""
"Bull Run Mountain Estates","VA","38.9106","-77.6638",""
"Falling Spring","VA","37.8865","-79.9795",""
"Chase Crossing","VA","37.7604","-75.6658",""
